"12/15/2023 07:08AM","12/15/2023 07:09AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",111.838,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.1.95","Participant 2",,,"7:00 AM","7:00AM",5,1,4,5,3,3
"12/15/2023 03:14PM","12/15/2023 03:16PM","12/12/2023 01:51PM - 12/12/2025 09:59AM",77.749,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2",,,"11:00 PM","7:00 AM
",5,1,5,5,5,1
"12/16/2023 09:02AM","12/16/2023 09:04AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",84.825,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2",,,"11:00 PM","7:00 AM",5,1,4,5,5,1
"12/17/2023 08:12AM","12/17/2023 08:14AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",98.433,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2",,,"11:30 PM","7:30 AM",5,1,5,5,5,1
"12/17/2023 10:00AM","12/17/2023 10:01AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",95.661,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2",,,"11:30 PM

","7:30 AM",5,1,5,5,5,1
"12/18/2023 07:09AM","12/18/2023 07:10AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",114.649,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2",,,"12:AM","5: 00 AM",5,1,5,5,5,1
"12/20/2023 07:28AM","12/20/2023 07:30AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",131.722,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2",,,"11:30 PM","7:00 AM",5,1,5,5,5,1
"12/20/2023 05:11PM","12/20/2023 05:12PM","12/12/2023 01:51PM - 12/12/2025 09:59AM",81.121,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2",,,"11:30 PM","7:00 AM",5,1,5,5,5,1
"12/21/2023 07:06AM","12/21/2023 07:08AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",110.322,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"12:00 AM","5:30 AM",5,1,5,5,5,1
"12/22/2023 07:15AM","12/22/2023 07:17AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",82.62,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"2:00 AM","7:15 AM",5,1,5,4,5,1
"12/23/2023 09:25AM","12/23/2023 09:26AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",69.963,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"2008","7:30 AN",5,1,5,5,5,1
"12/24/2023 07:17AM","12/24/2023 07:18AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",74.896,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:30 PM","7:00 AM",5,1,5,5,5,1
"12/25/2023 06:22AM","12/25/2023 06:24AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",77.22,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:30 PM","6:00 AM",5,1,5,5,5,1
"12/26/2023 08:36AM","12/26/2023 08:37AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",83.047,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:00 PM","7:30 AM",5,1,5,5,5,1
"12/27/2023 11:44AM","12/27/2023 11:45AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",69.706,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:30 PM","8:30 AM",5,1,5,5,5,1
"12/28/2023 07:24AM","12/28/2023 07:26AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",83.736,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:30 PM","7:15 AM",5,1,5,5,5,1
"12/29/2023 07:32AM","12/29/2023 07:34AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",81.934,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:30 PM","6:30 AM",5,1,5,5,5,1
"12/29/2023 10:34AM","12/29/2023 10:35AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",69.771,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:30 AM","6:30 AM",5,1,5,5,5,1
"12/30/2023 08:15AM","12/30/2023 08:17AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",114.802,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"12:00 AM","6:30 AM",5,1,5,5,5,1
"12/31/2023 08:38AM","12/31/2023 08:42AM","12/12/2023 01:51PM - 12/12/2025 09:59AM",252.776,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:30 PM","6:30 AM",5,1,5,"",5,1
"01/02/2024 06:09PM","01/02/2024 06:10PM","12/12/2023 01:51PM - 12/12/2025 09:59AM",96.838,"1","1","Finished","6578ab77435fd4977718f9c1",,,"no","-","192.168.0.5","Participant 2","2008",,"11:30 PM","7:00 AM",5,1,5,5,5,1
"12/16/2023 10:03AM","12/16/2023 10:05AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",98.751,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.6","Participant 3","2023",,"1106pm","0811am",4,2,4,4,5,1
"12/17/2023 10:08AM","12/17/2023 10:10AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",123.337,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.6","Participant 3","2023",,"11:20 pm","6:54am",4,2,4,4,5,1
"12/18/2023 08:41AM","12/18/2023 08:44AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",138.158,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.6","Participant 3","2023",,"11:45 pm","5:41am",4,3,4,4,3,2
"12/19/2023 09:45AM","12/19/2023 09:47AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",100.572,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.6","Participant 3","2023",,"11:30pm","6:40am",5,1,5,4,4,1
"12/20/2023 10:48AM","12/20/2023 10:49AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",79.314,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.6","Participant 3","2023",,"11:52pm","06:33am",4,2,5,4,4,1
"12/21/2023 09:46AM","12/21/2023 09:49AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",133.354,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.6","Participant 3","2023",,"11:40pm","0547am",4,2,5,4,4,1
"12/22/2023 09:35AM","12/22/2023 09:37AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",83.442,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"12:02am","05:57am",4,2,4,4,5,1
"12/23/2023 09:05AM","12/23/2023 09:06AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",84.692,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:35pm","6:01am",4,2,5,4,5,1
"12/24/2023 09:12AM","12/24/2023 09:14AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",119.491,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:35pm","06:26am",4,2,4,4,5,1
"12/25/2023 12:21PM","12/25/2023 12:22PM","12/15/2023 12:30PM - 12/12/2025 09:59AM",72.938,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:50pm","05:59am",4,2,4,4,4,1
"12/26/2023 10:46AM","12/26/2023 10:48AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",95.422,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:50pm","06:39am",4,1,4,4,4,1
"12/27/2023 09:27AM","12/27/2023 09:29AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",113.224,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:40pm","06:36am",4,1,4,4,4,1
"12/28/2023 11:02AM","12/28/2023 11:04AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",105.768,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:59pm","6:12am",4,1,4,4,4,1
"12/29/2023 07:54AM","12/29/2023 07:55AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",68.57,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:59pm","05:45am",4,1,4,4,4,1
"12/30/2023 09:25AM","12/30/2023 09:27AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",87.76,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:15pm","05:34am",4,1,4,4,4,1
"12/31/2023 08:20AM","12/31/2023 08:21AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",86.703,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:53pm","06:22am",4,2,4,4,4,1
"01/01/2024 08:39AM","01/01/2024 08:40AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",70.759,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:45pm","05:48am",4,1,4,4,4,1
"01/02/2024 07:53AM","01/02/2024 07:55AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",79.508,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:15pm","07:33am",4,1,4,4,4,1
"01/03/2024 08:42AM","01/03/2024 08:43AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",64.572,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.6","Participant 3","2023",,"11:20pm","06:43am",4,1,4,4,4,1
"01/04/2024 08:49AM","01/04/2024 08:50AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",96.005,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.8","Participant 3","2023",,"11:40pm","06:01am",4,1,4,4,4,1
"01/05/2024 05:15AM","01/05/2024 05:17AM","12/15/2023 12:30PM - 12/12/2025 09:59AM",159.841,"1","1","Finished","657c8cf3d5b9e92cbd6e469b",,,"no","-","192.168.0.6","Participant 3","2023",,"11:10pm","05:04am",4,1,4,4,4,1
"12/19/2023 11:01AM","12/19/2023 11:06AM","12/18/2023 12:11PM - 12/12/2025 09:59AM",301.752,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2023",,"11:45","8:35",2,4,3,"","",3
"12/21/2023 10:25AM","12/21/2023 10:27AM","12/18/2023 12:11PM - 12/12/2025 09:59AM",125.721,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"1:00 am","9:30 am",2,3,3,3,4,2
"12/22/2023 11:43AM","12/22/2023 11:44AM","12/18/2023 12:11PM - 12/12/2025 09:59AM",74.514,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"1:30 am","7:30 am",2,2,2,2,2,4
"12/24/2023 09:41AM","12/24/2023 09:44AM","12/18/2023 12:11PM - 12/12/2025 09:59AM",158.256,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"3:00 pm

I was very sick and had to go to bed at 3:00 ",,1,5,1,3,1,5
"12/25/2023 10:53AM","12/25/2023 10:55AM","12/18/2023 12:11PM - 12/12/2025 09:59AM",81.477,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"10:30 pm","10:00 am",2,5,2,2,1,5
"12/26/2023 09:12AM","12/26/2023 09:14AM","12/18/2023 12:11PM - 12/12/2025 09:59AM",178.427,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"2:00 am","9:00 am",3,3,3,3,3,4
"12/27/2023 11:36AM","12/27/2023 11:39AM","12/18/2023 12:11PM - 12/12/2025 09:59AM",142.572,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"1:30 am","11:15 am",4,4,3,4,3,2
"12/28/2023 12:26PM","12/28/2023 12:29PM","12/18/2023 12:11PM - 12/12/2025 09:59AM",196.599,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"1:30 am","11:45 am",4,1,4,4,5,1
"12/31/2023 01:59PM","12/31/2023 02:02PM","12/18/2023 12:11PM - 12/12/2025 09:59AM",174.317,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"1:00 am","8:45 am",4,1,4,4,5,1
"01/01/2024 10:39AM","01/01/2024 10:41AM","12/18/2023 12:11PM - 12/12/2025 09:59AM",121.257,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"2:45 am",,4,1,4,4,4,1
"01/02/2024 12:14PM","01/02/2024 12:18PM","12/18/2023 12:11PM - 12/12/2025 09:59AM",227.282,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-",,"Participant 4","2011",,"2:30 am","7:30 am",2,2,3,2,3,3
"01/04/2024 05:21PM","01/04/2024 05:23PM","12/18/2023 12:11PM - 12/12/2025 09:59AM",71.609,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","100.113.160.150","Participant 4","2011",,"7:30 am","11:00 pm",3,3,3,3,2,3
"01/07/2024 11:42PM","01/07/2024 11:45PM","12/18/2023 12:11PM - 12/12/2025 09:59AM",200.742,"1","1","Finished","65807c1ad5b9e92cbd727ea3",,,"no","-","192.168.1.124","Participant 4","2011",,"11:15 pm","7:40 am",2,4,3,3,2,4
"01/03/2024 08:34AM","01/03/2024 08:36AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",139.771,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2603:6080:5106:2300::1","Participant 5","2010",,"11:36","4:22",2,3,2,2,4,4
"01/04/2024 09:08AM","01/04/2024 09:10AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",105.982,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:32","7:23",5,2,4,3,2,2
"01/05/2024 09:22AM","01/05/2024 09:24AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",93.49,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2603:6080:5106:2300::1","Participant 5","2010",,"11:10","5:22",3,3,4,3,2,2
"01/06/2024 10:51AM","01/06/2024 10:53AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",116.288,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2603:6080:5106:2300::1","Participant 5","2010",,"11:46","1:58",1,4,2,2,2,4
"01/07/2024 08:30AM","01/07/2024 08:33AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",173.773,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2603:6080:5106:2300::1","Participant 5","2010",,"11:47","2:47",1,5,2,2,1,5
"01/08/2024 10:14AM","01/08/2024 10:17AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",165.979,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2600:1004:b048:cd0a:1053:3178:e299:80e0","Participant 5","2010",,"11:47","6:22",4,1,4,2,2,1
"01/09/2024 08:52AM","01/09/2024 08:53AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",72.679,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2603:6080:5106:2300::1","Participant 5","2010",,"12:06","5:30",3,2,3,2,3,3
"01/10/2024 09:31AM","01/10/2024 09:33AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",96.856,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2603:6080:5106:2300::2","Participant 5","2010",,"11:53","8:12",5,1,5,4,2,1
"01/11/2024 10:50PM","01/11/2024 10:51PM","01/02/2024 03:26PM - 12/12/2025 09:59AM",82.739,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2603:6080:5106:2300::2","Participant 5","2010",,"11:47","5:22",4,2,4,3,2,2
"01/12/2024 07:54AM","01/12/2024 07:55AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",80.567,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:47","1:56",1,5,2,2,2,2
"01/13/2024 10:34PM","01/13/2024 10:35PM","01/02/2024 03:26PM - 12/12/2025 09:59AM",83.878,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:47","6:07",3,3,3,3,3,3
"01/14/2024 08:43AM","01/14/2024 08:44AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",72.503,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:16","5:07",2,4,3,2,2,4
"01/15/2024 03:34PM","01/15/2024 03:35PM","01/02/2024 03:26PM - 12/12/2025 09:59AM",64.259,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","2603:6080:5106:2300::2","Participant 5","2010",,"11:47","5:07",2,3,3,2,2,3
"01/16/2024 04:00PM","01/16/2024 04:01PM","01/02/2024 03:26PM - 12/12/2025 09:59AM",82.173,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:47","1:48",1,4,2,2,2,
"01/17/2024 11:11AM","01/17/2024 11:13AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",113.689,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:45","5:44",2,3,3,2,3,2
"01/18/2024 11:48PM","01/18/2024 11:49PM","01/02/2024 03:26PM - 12/12/2025 09:59AM",85.892,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:46","4:44",1,4,2,3,1,4
"01/19/2024 07:55AM","01/19/2024 07:57AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",103.283,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:55","6:22",3,2,4,3,1,2
"01/20/2024 11:38PM","01/20/2024 11:40PM","01/02/2024 03:26PM - 12/12/2025 09:59AM",99.821,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:46","5:06",2,3,3,3,2,2
"01/21/2024 07:51AM","01/21/2024 07:53AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",80.896,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:48","7:05",2,4,2,2,1,4
"01/22/2024 09:27AM","01/22/2024 09:28AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",69.864,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:47","6:27",5,1,5,3,3,1
"01/23/2024 10:15AM","01/23/2024 10:16AM","01/02/2024 03:26PM - 12/12/2025 09:59AM",63.044,"1","1","Finished","6594710f69d5d600cf45965a","0.0","0.0","no","-","192.168.0.14","Participant 5","2010",,"11:47","5:04",4,1,4,3,2,2
"01/11/2024 08:14AM","01/11/2024 08:16AM","01/10/2024 01:17PM - 12/12/2025 09:59AM",125.006,"1","1","Finished","659edf029b8c9e8f7569e860",,,"no","-","172.16.0.8","Participant 6","2012",,"12AM","7:30AM",5,1,5,4,5,1
"01/12/2024 06:31AM","01/12/2024 06:33AM","01/10/2024 01:17PM - 12/12/2025 09:59AM",140.159,"1","1","Finished","659edf029b8c9e8f7569e860",,,"no","-","172.16.0.8","Participant 6","2012",,"12:30AM","6:20AM",5,1,5,4,5,1
"01/13/2024 09:10AM","01/13/2024 09:14AM","01/10/2024 01:17PM - 12/12/2025 09:59AM",208.158,"1","1","Finished","659edf029b8c9e8f7569e860",,,"no","-","172.16.0.8","Participant 6","2012",,"12:10AM","5:15AM",5,1,5,5,5,1
"01/14/2024 08:20AM","01/14/2024 08:23AM","01/10/2024 01:17PM - 12/12/2025 09:59AM",209.529,"1","1","Finished","659edf029b8c9e8f7569e860",,,"no","-","172.16.0.8","Participant 6","2012",,"10:30PM","6:00AM",5,1,5,5,5,1
"01/15/2024 06:40AM","01/15/2024 06:42AM","01/10/2024 01:17PM - 12/12/2025 09:59AM",88.957,"1","1","Finished","659edf029b8c9e8f7569e860",,,"no","-","172.16.0.8","Participant 6","2012",,"2012","6:30AM",5,1,5,4,5,1
