"11/25/2023 01:28AM","11/25/2023 01:33AM","11/15/2023 03:19PM - 01/01/2026 09:59AM",316.716,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.0.154","Participant 2","2001",,1,2,2,2,1,2,1,1,3,5,6,1,3,3,3,2,3,3,2,2,4,3,4,4,4,4,4,3,2
"11/25/2023 10:36PM","11/25/2023 10:41PM","11/15/2023 03:19PM - 01/01/2026 09:59AM",243.154,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.0.154","Participant 2","2001",,1,1,2,2,1,1,1,1,2,2,6,1,2,2,3,2,2,2,2,2,2,3,3,4,4,3,3,3,2
"11/27/2023 02:39AM","11/27/2023 02:44AM","11/15/2023 03:19PM - 01/01/2026 09:59AM",271.408,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.0.154","Participant 2","2001",,3,1,3,3,1,2,1,1,2,2,4,1,2,"",3,2,3,2,2,3,4,3,3,3,4,4,3,4,1
"12/01/2023 03:18AM","12/01/2023 03:24AM","11/15/2023 03:19PM - 01/01/2026 09:59AM",370.557,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.1.33","Participant 2","2001",,4,3,4,4,4,3,4,4,2,1,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,3,3,3,1
"12/02/2023 12:04AM","12/02/2023 12:11AM","11/15/2023 03:19PM - 01/01/2026 09:59AM",391.135,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.1.33","Participant 2","2001",,4,4,4,4,4,4,4,2,1,1,3,1,2,3,3,2,2,2,2,2,2,3,2,2,2,2,2,3,1
"12/03/2023 02:33AM","12/03/2023 02:41AM","11/15/2023 03:19PM - 01/01/2026 09:59AM",491.732,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.1.33","Participant 2","2001",,3,1,2,3,3,4,4,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,2,2,1
"12/04/2023 04:25AM","12/04/2023 04:31AM","11/15/2023 03:19PM - 01/01/2026 09:59AM",321.17,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.1.33","Participant 2","2001",,2,4,4,4,4,4,4,4,2,1,1,1,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,1
"12/05/2023 01:46AM","12/05/2023 01:52AM","11/15/2023 03:19PM - 01/01/2026 09:59AM",361.245,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.1.33","Participant 2","2001",,3,3,2,4,3,4,4,4,2,2,3,1,2,3,2,2,2,2,1,2,1,3,3,2,4,3,2,3,1
"12/05/2023 11:33PM","12/05/2023 11:40PM","11/15/2023 03:19PM - 01/01/2026 09:59AM",389.54,"1","1","Finished","6553dd4448ac57641b9a8f75",,,"no","-","192.168.1.33","Participant 2","2001",,4,4,4,4,4,4,4,4,2,4,4,3,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,2,1
"11/22/2023 04:16AM","11/22/2023 04:24AM","11/21/2023 03:37PM - 01/01/2026 09:59AM",465.102,"1","1","Finished","6553dfaf48ac57641b9a9c40",,,"no","-","100.94.11.173","Participant 3","2002",,3,1,2,3,1,1,2,1,3,2,1,1,3,3,3,3,3,3,3,3,4,5,4,5,5,4,5,4,1
"11/22/2023 09:15PM","11/22/2023 09:20PM","11/21/2023 03:37PM - 01/01/2026 09:59AM",278.664,"1","1","Finished","6553dfaf48ac57641b9a9c40",,,"no","-","100.94.11.173","Participant 3","2002",,2,1,2,2,2,1,1,1,3,1,1,1,3,3,3,3,3,3,3,3,5,5,4,5,5,5,5,5,2
"11/23/2023 08:02PM","11/23/2023 08:06PM","11/21/2023 03:37PM - 01/01/2026 09:59AM",239.748,"1","1","Finished","6553dfaf48ac57641b9a9c40",,,"no","-","100.94.11.173","Participant 3","2002",,1,1,1,1,1,1,1,1,3,2,1,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"11/24/2023 09:02PM","11/24/2023 09:06PM","11/21/2023 03:37PM - 01/01/2026 09:59AM",203.148,"1","1","Finished","6553dfaf48ac57641b9a9c40",,,"no","-","100.94.11.173","Participant 3","2002",,1,1,1,1,1,1,1,1,3,2,1,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"11/25/2023 09:16PM","11/25/2023 09:19PM","11/21/2023 03:37PM - 01/01/2026 09:59AM",170.241,"1","1","Finished","6553dfaf48ac57641b9a9c40",,,"no","-","100.94.11.173","Participant 3","2002",,1,1,1,1,1,1,1,1,3,1,2,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,2
"11/26/2023 08:51PM","11/26/2023 08:55PM","11/21/2023 03:37PM - 01/01/2026 09:59AM",216.3,"1","1","Finished","6553dfaf48ac57641b9a9c40",,,"no","-","100.90.29.45","Participant 3","2002",,2,2,2,2,1,2,2,2,3,2,3,1,3,3,3,3,3,3,3,3,4,4,4,5,5,4,4,4,2
"11/27/2023 09:17PM","11/27/2023 09:20PM","11/21/2023 03:37PM - 01/01/2026 09:59AM",223.95,"1","1","Finished","6553dfaf48ac57641b9a9c40",,,"no","-","100.90.29.45","Participant 3","2002",,1,1,1,1,1,1,1,1,3,2,1,2,3,3,3,3,3,3,3,3,5,4,5,5,5,5,5,4,1
"11/28/2023 10:15PM","11/28/2023 10:19PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",246.718,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,4,3,3,4,4,2,4,2,2,1,4,4,2,3,3,3,3,3,2,2,3,3,4,2,3,3,4,3,2
"11/30/2023 10:37PM","11/30/2023 10:41PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",242.54,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,2,1,2,2,3,3,3,1,2,4,6,2,2,3,3,2,2,3,2,2,4,4,4,3,4,4,4,3,2
"12/01/2023 10:19PM","12/01/2023 10:22PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",180.978,"1","1","Finished","65663880d46509913258eae9",,,"no","-","100.65.62.77","Participant 4","2003",,1,1,1,1,1,1,1,1,1,5,6,5,2,3,3,2,3,3,2,3,5,5,5,5,5,5,5,5,1
"12/02/2023 10:37PM","12/02/2023 10:41PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",209.52,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,2,3,3,2,4,1,2,1,2,1,5,1,2,3,3,2,3,3,2,2,1,1,1,2,2,3,3,2,1
"12/04/2023 12:52AM","12/04/2023 12:56AM","11/28/2023 02:00PM - 01/01/2026 09:59AM",189.292,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,2,2,3,3,2,2,3,4,1,3,1,5,2,3,2,2,3,3,2,2,4,4,3,5,4,4,4,4,1
"12/06/2023 10:56PM","12/06/2023 10:59PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",169.182,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,4,4,4,4,5,4,5,3,3,5,6,3,2,3,3,2,3,3,2,2,2,3,3,2,2,2,3,3,1
"12/08/2023 12:09AM","12/08/2023 12:12AM","11/28/2023 02:00PM - 01/01/2026 09:59AM",159.003,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,2,1,2,2,2,1,3,2,2,5,1,3,2,3,3,3,3,3,2,2,3,3,4,4,4,4,4,4,1
"12/10/2023 03:25AM","12/10/2023 03:28AM","11/28/2023 02:00PM - 01/01/2026 09:59AM",140.603,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,2,3,2,2,1,2,2,1,1,5,5,5,3,3,3,2,3,3,1,2,4,5,5,4,5,5,5,5,1
"12/10/2023 11:03PM","12/10/2023 11:09PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",345.447,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,2,1,2,1,1,1,1,1,2,4,6,4,3,3,3,2,3,3,2,2,5,5,5,5,5,5,5,5,1
"12/12/2023 10:18PM","12/12/2023 10:22PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",216.648,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,3,4,4,4,4,2,3,4,2,2,2,3,2,3,3,3,3,3,2,2,3,3,4,3,4,4,4,3,1
"12/13/2023 11:04PM","12/13/2023 11:07PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",179.147,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,1,1,2,2,1,1,2,2,2,4,4,3,3,3,3,2,3,3,2,2,5,5,5,3,4,5,5,5,1
"12/14/2023 08:14AM","12/14/2023 08:16AM","11/28/2023 02:00PM - 01/01/2026 09:59AM",143.725,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,3,3,2,3,3,2,3,2,2,4,4,5,3,3,3,2,3,3,2,2,3,3,3,3,3,3,3,3,1
"12/14/2023 09:58PM","12/14/2023 10:03PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",292.443,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,4,3,4,4,5,1,3,3,2,5,3,4,3,3,3,2,3,3,2,2,4,4,4,4,4,4,4,4,2
"12/14/2023 10:05PM","12/14/2023 10:07PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",131.742,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,2,3,3,2,1,1,2,3,2,3,1,4,2,3,3,2,3,3,2,2,4,4,4,4,4,4,4,3,1
"12/15/2023 10:22PM","12/15/2023 10:26PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",207.504,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,2,1,2,2,1,1,1,1,2,5,4,3,3,3,3,2,3,3,2,2,4,4,4,3,5,5,5,5,1
"12/16/2023 08:12AM","12/16/2023 08:15AM","11/28/2023 02:00PM - 01/01/2026 09:59AM",158.956,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,4,4,4,4,4,2,4,4,2,5,3,3,3,3,3,2,3,3,2,2,3,3,2,2,3,3,2,2,2
"12/16/2023 10:59PM","12/16/2023 11:01PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",167.151,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,4,4,4,4,3,1,4,5,2,1,4,1,2,3,3,2,2,2,1,2,2,3,2,3,3,3,3,3,2
"12/17/2023 11:23PM","12/17/2023 11:25PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",133.737,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,1,1,1,1,1,1,1,1,2,2,4,3,3,3,3,2,3,3,2,2,5,5,5,5,5,5,5,5,2
"12/18/2023 09:47PM","12/18/2023 09:50PM","11/28/2023 02:00PM - 01/01/2026 09:59AM",212.716,"1","1","Finished","65663880d46509913258eae9",,,"no","-","192.168.1.68","Participant 4","2003",,1,2,2,2,1,1,2,2,2,2,3,1,3,3,3,2,3,3,2,2,4,5,5,4,5,5,4,4,1
"11/30/2023 09:26PM","11/30/2023 09:29PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",193.447,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,2,1,1,1,1,1,1,1,3,5,5,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,2
"12/01/2023 07:50PM","12/01/2023 07:52PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",157.504,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,1,2,1,1,1,1,1,1,3,5,2,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/02/2023 10:15PM","12/02/2023 10:19PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",265.203,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,1,1,1,1,1,1,1,1,3,3,5,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/04/2023 07:22AM","12/04/2023 07:25AM","11/29/2023 02:32PM - 01/01/2026 09:59AM",202.451,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","2600:1000:105e:2872:6bc6:1c34:5a0a:1ca8","Participant 5","2004",,2,1,1,1,1,1,1,1,3,5,4,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,2
"12/04/2023 09:12PM","12/04/2023 09:15PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",157.403,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,2,1,1,1,1,1,1,1,3,5,5,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/06/2023 08:53PM","12/06/2023 08:55PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",146.357,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,2,1,1,2,1,1,1,1,3,4,5,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/10/2023 09:06PM","12/10/2023 09:09PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",184.512,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,1,1,1,1,1,1,1,1,3,5,4,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/12/2023 10:16PM","12/12/2023 10:21PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",278.829,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,2,1,1,2,1,1,1,1,3,4,5,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/14/2023 11:10PM","12/14/2023 11:11PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",108.916,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,1,1,1,1,1,1,1,1,3,4,4,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/14/2023 11:12PM","12/14/2023 11:13PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",72.449,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,1,1,1,1,1,1,1,1,3,5,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/17/2023 10:55AM","12/17/2023 10:57AM","11/29/2023 02:32PM - 01/01/2026 09:59AM",106.566,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","2600:1000:105e:2872:6bc6:1c34:5a0a:1ca8","Participant 5","2004",,1,1,1,1,1,1,1,1,3,5,4,2,3,3,3,,3,3,3,,5,5,5,5,5,5,5,5,1
"12/18/2023 08:48PM","12/18/2023 08:50PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",139.339,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,1,1,5,5,1,1,1,1,3,3,6,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/19/2023 08:31PM","12/19/2023 08:34PM","11/29/2023 02:32PM - 01/01/2026 09:59AM",147.648,"1","1","Finished","65674960eba55c5c6eaea29b","0.0","0.0","no","-","10.0.0.17","Participant 5","2004",,4,2,2,2,1,1,1,1,3,4,5,4,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,1
"12/01/2023 11:26PM","12/01/2023 11:31PM","11/30/2023 12:45PM - 01/01/2026 09:59AM",282.497,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","192.168.0.12","Participant 6","2005",,2,2,2,2,1,1,1,1,2,1,6,1,3,3,3,3,2,3,2,3,4,4,4,4,4,4,4,4,1
"12/02/2023 11:03PM","12/02/2023 11:07PM","11/30/2023 12:45PM - 01/01/2026 09:59AM",212.871,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","192.168.0.11","Participant 6","2005",,2,2,2,2,2,1,2,1,2,4,5,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,2
"12/03/2023 11:12PM","12/03/2023 11:16PM","11/30/2023 12:45PM - 01/01/2026 09:59AM",222.047,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","2603:6080:4e02:5700:2c5f:2a12:87a8:69ed","Participant 6","2005",,2,1,2,2,1,1,1,1,2,2,4,2,3,3,3,3,3,3,3,3,5,4,4,5,5,5,5,5,1
"12/04/2023 11:20PM","12/04/2023 11:23PM","11/30/2023 12:45PM - 01/01/2026 09:59AM",171.205,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","2603:6080:4e02:5700:5ceb:e861:4001:5395","Participant 6","2005",,1,1,1,1,1,1,1,1,2,3,2,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/06/2023 11:57PM","12/07/2023 12:00AM","11/30/2023 12:45PM - 01/01/2026 09:59AM",193.263,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","192.168.0.12","Participant 6","2005",,1,1,1,1,1,1,1,1,2,1,2,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/07/2023 11:30PM","12/07/2023 11:34PM","11/30/2023 12:45PM - 01/01/2026 09:59AM",230.596,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","192.168.0.12","Participant 6","2005",,1,1,1,1,1,1,1,1,2,3,5,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/08/2023 11:45PM","12/08/2023 11:48PM","11/30/2023 12:45PM - 01/01/2026 09:59AM",142.517,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","2603:6080:4e02:5700:20c9:1432:70a4:f85b","Participant 6","2005",,1,1,1,1,1,1,1,1,2,1,6,1,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,1
"12/09/2023 11:11PM","12/09/2023 11:15PM","11/30/2023 12:45PM - 01/01/2026 09:59AM",193.351,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","192.168.0.12","Participant 6","2005",,2,2,2,2,1,1,2,2,2,2,6,3,3,3,3,3,3,3,3,3,5,4,5,5,5,5,5,4,1
"12/10/2023 11:35PM","12/10/2023 11:38PM","11/30/2023 12:45PM - 01/01/2026 09:59AM",196.661,"1","1","Finished","65689df6eba55c5c6eb2bab3","0.0","0.0","no","-","2603:6080:4e02:5700:18c8:8a77:5311:c686","Participant 6","2005",,1,1,1,1,1,1,1,1,2,2,5,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,5,2
